Model,Accuracy,Precision,Recall,F1,ROC_AUC,Selection_Rate_A,Selection_Rate_B,DIR,Passes_4_5ths,SPD,EOD
Logistic Regression,69.28,1.4431879375336565,67.33668341708542,2.825811893715732,76.88256726065143,32.094493428714024,29.801302387710805,0.9285487697103963,True,-2.2931910410032175,4.8290761214893845
Decision Tree,69.70833333333334,1.579778830963665,72.8643216080402,3.0925086643561714,75.9033624887634,31.07636000665447,30.11187176490232,0.9689639249401919,True,-0.9644882417521483,1.6774685474647444
